day_of_month,weekday,month,year,hour_of_day,minute_of_hour,author,body
17,Friday,April,2020,3,22,Bette Porter,"I went on over to his place for a minute and my dad just got a huge hug and said, ""Dad's getting out of here"" and we both took off down the street"
20,Monday,December,2021,9,13,Waverly,<Media omitted>
19,Friday,June,2020,12,54,Bette Porter,I'm good with a big hug
6,Monday,January,2020,12,59,Bette Porter,"So Paul, we could talk and we could talk about a lot of stuff, just like, Pete"
22,Friday,May,2020,16,52,Arizona,I'm not great at it because I have always been like the leader of a community and I'm doing a great job
9,Friday,October,2020,16,27,Bette Porter,I've never been known as a leader
1,Tuesday,December,2020,8,3,Waverly,There is really nothing wrong with a person acting like that
2,Tuesday,November,2021,3,6,Waverly,<Media omitted>
17,Saturday,August,2019,6,19,Therese,I'm kind of good at acting
1,Wednesday,December,2021,11,59,Carol,"And then there was some guy, I'm sure, who went and talked with this guy"
1,Wednesday,September,2021,20,43,Therese,I’m going away for awhile
24,Tuesday,March,2020,19,43,Carol,Wherever my car will take me
28,Monday,September,2020,7,44,Therese,West
25,Sunday,April,2021,8,5,Waverly,Soon
10,Sunday,October,2021,16,33,Carol,"And I thought, perhaps, you might like to come with me"
18,Friday,January,2019,17,14,Carol,Would you? I'm so relieved about your coming
18,Saturday,April,2020,13,42,Bette Porter,<Media omitted>
3,Wednesday,April,2019,7,29,Arizona,I'm glad that you think so well
10,Tuesday,September,2019,14,18,Bette Porter,You know what that is
20,Monday,April,2020,21,48,Therese,<Media omitted>
20,Monday,July,2020,3,18,Carol,We could use you
22,Thursday,August,2019,15,46,Carol,<Media omitted>
20,Tuesday,October,2020,10,58,Arizona,<Media omitted>
10,Monday,June,2019,22,25,Waverly,You know what I'm saying
30,Monday,November,2020,4,6,Carol,Come here
31,Wednesday,March,2021,15,56,Waverly,"No matter where I am, I can't take you when it's the last person around"
1,Thursday,April,2021,16,41,Carol,"I know there is someone else around me, who looks to be me, and who I trust, but I'm so sorry at the thought"
31,Thursday,October,2019,12,35,Waverly,I'm sorry for your not feeling like home
6,Saturday,March,2021,9,1,Bette Porter,And for what you're doing
29,Wednesday,July,2020,14,4,Therese,[pause] But that sounds so terrible
25,Friday,January,2019,7,5,Arizona,"Because I'd have loved something I'm not in, no matter how bad my feelings may be"
4,Monday,October,2021,23,9,Bette Porter,But it looks like I've got to give you some solace
28,Sunday,November,2021,8,50,Carol,"[pause] So I'm going to show you something? I mean, I'm not exactly the kind of person who will say no to you if you say no, but I want you to realize you're in it for me"
19,Saturday,January,2019,19,57,Waverly,"So if I could do that to you, I would"
3,Monday,August,2020,19,5,Carol,But I think you'll be able
19,Tuesday,October,2021,3,36,Waverly,Maybe you’d like to come visit me sometime
2,Monday,September,2019,8,1,Therese,I love doing this
1,Tuesday,June,2021,23,7,Therese,"As you've probably heard, there's no shortage of love over here"
7,Wednesday,July,2021,23,10,Arizona,"」

Kuroshino said,

「Of course… As you've told us earlier"
15,Wednesday,January,2020,7,17,Arizona,<Media omitted>
3,Wednesday,November,2021,14,38,Therese,You can probably come with me today for tea
24,Saturday,August,2019,2,49,Bette Porter,"」

[Oi!] The crowd began chanting"
29,Wednesday,July,2020,21,48,Arizona,The girls from the city began saying more as the scene became more and more bright
3,Saturday,July,2021,10,53,Therese,"""It's… a bit chilly… Well, my room is quite hot"
10,Saturday,August,2019,9,12,Arizona,<Media omitted>
23,Wednesday,January,2019,18,4,Arizona,There was only one other person standing there
8,Saturday,February,2020,16,13,Arizona,"「Don't worry, I'll have you know I'll show you around"
20,Monday,January,2020,1,30,Bette Porter,"」

It was the girl that appeared as her, standing up straight and a bit taller"
28,Friday,August,2020,10,6,Bette Porter,"She wore a bright red gown on her head, similar to one of her old high school clothes"
3,Sunday,March,2019,4,42,Waverly,"As I walked over to her, I saw a girl wearing bright red outfits that were much less colorful than the other girls, and had yellow slippers"
1,Tuesday,January,2019,21,55,Therese,A pair of bright red shoes
23,Monday,September,2019,10,44,Bette Porter,I’m going away for awhile
18,Saturday,January,2020,14,25,Waverly,Wherever my car will take me
30,Thursday,January,2020,8,5,Therese,West
13,Monday,December,2021,15,1,Arizona,Soon
9,Friday,July,2021,14,38,Bette Porter,"And I thought, perhaps, you might like to come with me"
14,Friday,August,2020,13,1,Carol,"Would you?

I felt that I began to think I might as well come first"
11,Wednesday,September,2019,19,21,Bette Porter,I knew this with certainty
27,Saturday,July,2019,18,42,Arizona,<Media omitted>
22,Wednesday,September,2021,14,56,Waverly,And you were all right with this question
12,Saturday,December,2020,18,49,Therese,Yes
30,Wednesday,October,2019,23,33,Carol,Maybe you’d like to come visit me sometime
28,Sunday,July,2019,6,19,Carol,<Media omitted>
28,Wednesday,April,2021,20,50,Carol,"My name is Horton, and I am a woman who is ready for the most important events this world has to offer"
25,Thursday,April,2019,9,41,Carol,<Media omitted>
29,Sunday,August,2021,21,18,Arizona,"But when it comes down to it, I'm ready"
19,Tuesday,January,2021,11,47,Carol,I'm not just a girl who looks at her friends and thinks about her kids
16,Thursday,January,2020,8,28,Arizona,Forget me
11,Saturday,September,2021,21,16,Therese,"That's not how I want to look at you, Queen"
12,Thursday,August,2021,2,4,Carol,You should be ashamed of yourself
9,Saturday,May,2020,10,15,Arizona,"That's not how I want to look at you…I am, as expected, a person who cares for others and cares for her"
2,Sunday,February,2020,18,34,Waverly,"My life is an awful place, the worst in the land, and the only hope anyone ever has"
27,Wednesday,March,2019,15,6,Waverly,<Media omitted>
23,Monday,August,2021,0,41,Bette Porter,<Media omitted>
16,Wednesday,October,2019,4,42,Therese,"I don't hate anyone because I love that person, but I do dislike those who treat me like garbage and keep me in the middle of things"
4,Friday,December,2020,19,53,Arizona,I see those same folks as second-class citizens with horrible views of the world
19,Tuesday,May,2020,17,58,Carol,How dare they treat me as something other than a piece of shit and make me feel worse than I already am
21,Thursday,February,2019,1,37,Bette Porter,"So, I must say something"
30,Thursday,December,2021,8,19,Bette Porter,I’m going away for awhile
29,Monday,June,2020,12,36,Bette Porter,<Media omitted>
12,Sunday,September,2021,7,24,Arizona,West
27,Monday,January,2020,4,8,Carol,Soon
24,Monday,August,2020,8,42,Therese,"And I thought, perhaps, you might like to come with me"
7,Thursday,November,2019,19,10,Waverly,"Would you? No? I really would like to stay, but I think it's about time I had a chance"
12,Thursday,March,2020,18,33,Therese,I'm not leaving your side of my face
11,Thursday,February,2021,12,3,Therese,<Media omitted>
17,Monday,February,2020,4,44,Arizona,I feel so sorry
6,Monday,May,2019,5,7,Bette Porter,"I was just thinking about you, too"
4,Friday,September,2020,1,23,Bette Porter,<Media omitted>
17,Monday,August,2020,10,7,Arizona,But I think I am going to need to think for a while longer
20,Monday,December,2021,6,58,Waverly,But I don't know
23,Thursday,January,2020,20,12,Therese,I need to find it
2,Thursday,September,2021,0,35,Bette Porter,<Media omitted>
4,Monday,October,2021,16,39,Arizona,"It was one more night, and her mind had turned up again to the dream of another man"
25,Saturday,April,2020,12,59,Carol,"Another world, another man who did not exist"
7,Wednesday,July,2021,10,26,Therese,I wanted to go home
15,Friday,March,2019,5,33,Therese,"Maybe I could stay in the village for a year or two, but I wanted to remember all that had gone before me"
9,Friday,August,2019,4,51,Waverly,"And I didn't want to forget the person when I was seven, when I knew they weren't as much my sister as the other sisters"
13,Tuesday,April,2021,12,43,Waverly,"Or the girl who had been my father at the beginning of my youth, my grandmother's sister or even someone else's"
4,Tuesday,February,2020,16,42,Waverly,Who would hold or give them one
16,Monday,December,2019,5,46,Arizona,"A little too bitter, she wanted to be around other people, to be a nurse"
3,Saturday,April,2021,1,42,Arizona,I’m going away for awhile
14,Saturday,March,2020,21,43,Therese,Wherever my car will take me
28,Thursday,January,2021,7,38,Carol,West
1,Tuesday,October,2019,13,30,Carol,Soon
5,Monday,July,2021,23,11,Bette Porter,"And I thought, perhaps, you might like to come with me"
19,Friday,February,2021,7,1,Therese,"Would you? Oh, yes"
31,Tuesday,December,2019,0,53,Carol,"But if it's a question that's only about the family, I'd rather it not be about that"
28,Thursday,February,2019,9,57,Carol,It will be about you
24,Tuesday,December,2019,22,26,Therese,"""The car here, the car here"" was my new motto"
17,Sunday,January,2021,16,24,Carol,I was sitting in a white van and an electric powered steering wheel with the windshield wipers flashing
26,Wednesday,June,2019,4,59,Arizona,"I felt bad for just giving it up, thinking that I'd been robbed, and looking down on the city"
26,Friday,February,2021,17,33,Arizona,<Media omitted>
14,Thursday,February,2019,22,29,Therese,I'd be out there for at least a few days
12,Tuesday,May,2020,18,31,Bette Porter,"And then, maybe, just a few days, maybe"
10,Saturday,October,2020,14,16,Arizona,"This morning, a man walked in and asked what was wrong"
1,Thursday,July,2021,13,36,Arizona,He asked my name
17,Tuesday,September,2019,21,38,Bette Porter,<Media omitted>
30,Saturday,November,2019,3,31,Bette Porter,""" That's what I said"
30,Saturday,March,2019,9,33,Bette Porter,I saw another man
14,Tuesday,July,2020,6,26,Therese,He asked me whether I was the type of car people in the city needed looking for
25,Monday,March,2019,6,2,Waverly,"All right, he gave me a quick, easy answer"
5,Saturday,September,2020,18,47,Waverly,<Media omitted>
28,Saturday,August,2021,5,27,Therese,<Media omitted>
26,Friday,June,2020,23,12,Waverly,"I didn't think he'd ask to meet with me again, or just to see if he could go with me to New York"
14,Wednesday,October,2020,18,35,Arizona,I’m meeting some people at the Oak Room at 9 if you want to have dinner – if you change your mind
31,Saturday,July,2021,3,3,Carol,I think you’d like them
29,Tuesday,June,2021,23,44,Arizona,<Media omitted>
25,Saturday,July,2020,21,43,Arizona,So thank you everybody
5,Saturday,June,2021,1,15,Arizona,Aaaand all the people that I think you’d like
19,Thursday,December,2019,2,50,Therese,<Media omitted>
15,Thursday,April,2021,5,25,Carol,Sorry
14,Thursday,May,2020,1,28,Carol,<Media omitted>
3,Monday,May,2021,17,23,Arizona,And thank you to everyone
26,Wednesday,June,2019,10,40,Arizona,I love every minute
7,Friday,May,2021,13,33,Waverly,"You guys, really"
19,Saturday,September,2020,12,58,Carol,"I hope you're out there, you guys, cheering on your favorite characters"
27,Sunday,September,2020,4,42,Bette Porter,"I hope you're enjoying the show, thank you all"
17,Saturday,August,2019,15,2,Waverly,Your fan-feed is great
26,Friday,June,2020,23,3,Bette Porter,"So thank you so much, everyone"
20,Saturday,April,2019,14,20,Bette Porter,"—–

On the first episode, the ""dumb blonde girl"" and her ""dad"" just wanted to bring you all some drinks"
6,Wednesday,January,2021,1,1,Carol,Aww
3,Saturday,July,2021,10,29,Arizona,Ohhhhhhhhhh
20,Saturday,June,2020,16,24,Bette Porter,<Media omitted>
11,Tuesday,June,2019,16,44,Carol,<Media omitted>
21,Friday,June,2019,3,50,Arizona,"Hey, this is what you did on the ""new"" program"
16,Tuesday,November,2021,6,9,Bette Porter,<Media omitted>
12,Monday,April,2021,21,32,Bette Porter,Uh… um
11,Thursday,June,2020,9,13,Carol,"I'm sorry … I feel like in life there's a good, kind of good reason why a baby doesn't cry, you know?

Well, it's hard to believe, it"
30,Saturday,January,2021,11,29,Bette Porter,"Would you like to come visit me this Sunday? I love you,"" she said through tears, then turned to look away"
19,Tuesday,February,2019,12,50,Therese,"She stood and walked over to the couch in the back of the living room, which now sits on a small balcony and looks down on Boston's skyline"
19,Friday,July,2019,19,46,Arizona,"Hazel sat still in the chair on the edge of a couch and watched as the little bunny wandered to the window, where in silence the white sheet hung from the end of her bed"
30,Friday,October,2020,10,56,Carol,Mabel saw her
31,Sunday,March,2019,2,41,Carol,<Media omitted>
20,Sunday,October,2019,11,25,Bette Porter,She smiled
18,Saturday,December,2021,2,56,Therese,"""H-how could you say this?"" she said, as if it were impossible"
25,Tuesday,August,2020,9,2,Waverly,<Media omitted>
13,Monday,January,2020,11,46,Waverly,How can you so easily deny yourself that you're such a horrible human with a love for all things and in this world is even making these things so much better
17,Tuesday,March,2020,13,47,Carol,"""

His eyes were wide in sympathy at the familiar sense of comfort being held within her"
21,Saturday,November,2020,15,19,Carol,"It struck her like a magic trick, like she'd been given a special favor or some magical trick"
7,Sunday,July,2019,5,32,Therese,"Like all things, she knew it was easier to ask for something"
28,Monday,June,2021,15,54,Carol,"The pain in her chest felt unbearable, and she hated it"
22,Wednesday,January,2020,23,44,Bette Porter,"She just sat there, quietly, as if this was another day, and stared at a window from time to time"
24,Friday,May,2019,19,21,Therese,Something had happened to her
3,Saturday,October,2020,14,21,Carol,Something had been in her life
4,Sunday,August,2019,7,13,Bette Porter,Like any other rabbit in the life of this
7,Thursday,May,2020,22,1,Bette Porter,"Let me take you to lunch, it’s the least I can do"
17,Friday,September,2021,14,24,Bette Porter,"As long as the rest of you stay the same, you'll be fine"
8,Thursday,July,2021,9,3,Waverly,But it will take some time
5,Friday,March,2021,0,26,Therese,I'm a bit worried about it
11,Friday,October,2019,13,38,Carol,No amount’ will change nothing
6,Saturday,February,2021,21,53,Carol,<Media omitted>
18,Thursday,March,2021,0,16,Carol,"Now that you said that it wasn't impossible, then perhaps this is the beginning of a battle"
12,Wednesday,February,2020,4,3,Waverly,"However, your words don't necessarily mean that—"""
22,Tuesday,December,2020,0,37,Carol,"While looking down, Seirafu waved his hand in the air as if it was something in place of an invitation, but the other man pointed out that it's far from being something that could be relied upon"
6,Tuesday,August,2019,14,3,Arizona,"""You've no idea what it is"
2,Saturday,February,2019,17,14,Bette Porter,<Media omitted>
7,Friday,May,2021,21,10,Bette Porter,"""A fight with you is the beginning of a fight"
19,Tuesday,October,2021,21,21,Waverly,"There will be many more things that will require a fight to be concluded, but it will be all the more exciting for you after all the hardships have been lost"
23,Tuesday,June,2020,13,45,Arizona,And it will be one with a lot of different possibilities
27,Saturday,June,2020,10,20,Bette Porter,And there are lots of opportunities to fight
14,Sunday,July,2019,21,32,Carol,"""

""A fight with you"
9,Wednesday,June,2021,10,23,Waverly,<Media omitted>
15,Friday,March,2019,10,49,Bette Porter,"You understand?""

""Yes, I understand too"
26,Sunday,January,2020,17,56,Arizona,"""

But the other man took a large amount of deep breath, before saying in his heart, ""For the past week, I've been worried about you"
27,Sunday,October,2019,2,21,Carol,<Media omitted>
13,Wednesday,January,2021,20,29,Bette Porter,"Would you let me come see you tomorrow evening? "" He said, pulling in a long drag and stretching out his hand"
18,Tuesday,February,2020,1,44,Bette Porter,"He knew it would be uncomfortable, but not an emergency"
20,Sunday,September,2020,9,43,Waverly,"So, he held a look in his eyes, hoping the waitress, who had become a bit anxious about him before, could take the lead"
5,Friday,March,2021,16,51,Bette Porter,"""You'll have to wait for me, Mr"
19,Tuesday,October,2021,13,52,Waverly,"Carlin,"" he told her"
9,Saturday,January,2021,16,50,Therese,"The waitress was just beginning the afternoon, as she sat right beside it"
6,Thursday,February,2020,18,7,Arizona,"He was so good at keeping the food up, she could tell something was wrong"
3,Wednesday,February,2021,9,26,Carol,"""I'll talk with you later"
5,Sunday,January,2020,17,24,Bette Porter,Your food
15,Monday,June,2020,5,58,Therese,<Media omitted>
8,Friday,May,2020,15,23,Bette Porter,We go to the grocery now and will check you out tomorrow morning
1,Friday,October,2021,3,16,Arizona,"You might need something to eat, don't worry"
30,Thursday,December,2021,1,45,Bette Porter,<Media omitted>
29,Wednesday,May,2019,9,27,Carol,"""If it's worth it, come"
14,Saturday,November,2020,14,59,Carol,""" She held her hand out towards his"
14,Sunday,February,2021,0,45,Waverly,<Media omitted>
2,Friday,October,2020,16,1,Carol,"When she looked back up at him, he shrugged it off"
27,Thursday,August,2020,2,15,Bette Porter,"""We'll try"
30,Tuesday,June,2020,2,41,Carol,""""
15,Sunday,August,2021,11,8,Waverly,I’m meeting some people at the Oak Room at 9 if you want to have dinner – if you change your mind
30,Friday,August,2019,4,35,Bette Porter,I think you’d like them
3,Thursday,October,2019,1,49,Therese,<Media omitted>
14,Saturday,March,2020,12,28,Waverly,I want to go home and have them here
22,Wednesday,September,2021,1,36,Therese,I need a great team back in there
30,Monday,August,2021,23,35,Bette Porter,My dream is to be with that team when I'm ready
10,Saturday,October,2020,23,42,Waverly,I'm taking my kids there and teaching them about life
4,Wednesday,August,2021,14,26,Bette Porter,Those do not occur because of me
27,Thursday,May,2021,22,0,Therese,These are my experiences
20,Saturday,July,2019,16,23,Waverly,The first day of training has been hard
25,Saturday,January,2020,22,56,Arizona,"I don't have any sleep deprivation or fatigue with my team, but from there, you have to work hard to learn how to be a good teammate"
16,Monday,December,2019,1,32,Therese,<Media omitted>
13,Wednesday,October,2021,20,3,Arizona,<Media omitted>
5,Monday,July,2021,20,10,Therese,We've just kind of progressed as a team
16,Saturday,March,2019,16,58,Therese,<Media omitted>
1,Thursday,April,2021,15,54,Carol,That may or may not lead them there
5,Saturday,June,2021,19,3,Arizona,"What are your biggest challenges?

Honestly, with all my stuff, it's always been a big challenge, and I"
4,Friday,June,2021,17,38,Therese,"Anyway, the apartment’s a nice big one"
15,Thursday,August,2019,12,34,Waverly,Big enough for two
23,Wednesday,June,2021,8,15,Arizona,<Media omitted>
29,Wednesday,July,2020,14,49,Bette Porter,"Would you? Well… yeah, I bet it was a pretty large one, maybe a couple bigger"
8,Tuesday,September,2020,4,35,Arizona,I guess I guess it was right in the back
20,Sunday,September,2020,6,6,Therese,<Media omitted>
3,Wednesday,July,2019,1,50,Waverly,"I know there might be a lot of people in the back and you can hear things that are so weird if that's the case, but… I mean it was a baby too"
20,Wednesday,March,2019,0,10,Therese,<Media omitted>
27,Sunday,January,2019,19,54,Therese,<Media omitted>
26,Saturday,January,2019,5,4,Bette Porter,I know you liked it
2,Saturday,May,2020,13,18,Waverly,"But I don't know if it was a baby or what, but it just seemed the right size and height to me"
3,Thursday,October,2019,3,23,Carol,"My brother always has a lot of toys and you can see that he doesn't move as easily or when he moves as well, but… Well… I see"
2,Sunday,June,2019,10,16,Therese,<Media omitted>
21,Saturday,December,2019,12,12,Carol,Well… maybe just one too small
23,Tuesday,June,2020,1,51,Waverly,I could just keep it for a short while
22,Monday,April,2019,3,9,Arizona,"But… yeah, just one too small"
6,Monday,April,2020,16,26,Therese,"Wouldn't that be great for you? Well, I mean I'm just wondering if you might do it for me a little more"
30,Thursday,May,2019,20,7,Arizona,"As if a little bigger and it would make you happy if I was to… Well, that would be great"
18,Sunday,October,2020,21,42,Therese,"But, if"
2,Wednesday,September,2020,19,36,Waverly,I’m meeting some people at the Oak Room at 9 if you want to have dinner – if you change your mind
7,Saturday,December,2019,21,57,Arizona,I think you’d like them
20,Wednesday,October,2021,15,33,Waverly,<Media omitted>
26,Monday,July,2021,5,38,Carol,"I feel like this is about so much, more than just them"
13,Friday,March,2020,1,9,Therese,<Media omitted>
29,Wednesday,January,2020,21,30,Therese,"And then there are, you know, you see, it's something you have to do to get you to do that work"
7,Wednesday,July,2021,5,27,Waverly,"There are, I think, some of the things that I think we do all the time"
25,Friday,June,2021,11,42,Waverly,"Q: Are you an actress, too?

A: I don't understand"
31,Monday,May,2021,12,38,Arizona,I'm just so excited for you
19,Wednesday,May,2021,13,28,Bette Porter,<Media omitted>
12,Saturday,January,2019,6,17,Arizona,I think there is a huge potential for this show and I just think people can do it too
30,Saturday,October,2021,0,7,Bette Porter,It´s amazing
18,Tuesday,May,2021,21,12,Arizona,<Media omitted>
23,Wednesday,June,2021,20,38,Waverly,<Media omitted>
26,Friday,February,2021,8,23,Waverly,"It´s just so exciting, the whole family"
19,Sunday,May,2019,15,15,Arizona,I'm a huge star in this show
3,Saturday,April,2021,12,53,Therese,"It doesn´t feel like it´s just about 'Hey, just show up?' I think in a lot of people's minds, that is the same as having a bad breakup"
11,Monday,November,2019,21,57,Arizona,<Media omitted>
15,Friday,November,2019,23,9,Carol,"My family is kind of like your family, to some extent"
30,Thursday,September,2021,3,19,Therese,"That being said, I want to do that, too, so I think people will be happy to know that"
3,Tuesday,November,2020,4,25,Arizona,Q: Has there been
26,Wednesday,June,2019,8,53,Waverly,"You’re welcome to [come], at least there’s some pretty country around where I live"
13,Saturday,July,2019,5,49,Arizona,"I am sorry for your troubles’, but I'm not here to be a nuisance’, you are here to help me"
2,Sunday,June,2019,18,30,Carol,Sorry for being so quiet
14,Wednesday,April,2021,6,48,Bette Porter,"This is the place’, but I could hear your voices from afar, because I know where you live"
4,Sunday,August,2019,6,19,Therese,I've heard from you a lot
10,Friday,September,2021,6,53,Waverly,<Media omitted>
24,Monday,August,2020,0,59,Arizona,Please come to my place
11,Saturday,May,2019,7,22,Arizona,I have some problems for you
1,Saturday,June,2019,4,29,Arizona,I might ask one of the people here to come to take your orders
23,Wednesday,December,2020,0,28,Waverly,"The voice spoke carefully, ""No, no"
22,Thursday,July,2021,14,46,Arizona,"Here‪, but I need you to do what you said to me, okay I'll be right back at you one way or the other"" ‡"
13,Friday,September,2019,16,39,Carol,‹Somewhat worried about what they might think of you after you've done that‏ She slowly opened her lips in a slightly uncomfortable way‒ it was a kind smile that she was able to put off and be happy to see you again
11,Tuesday,May,2021,10,19,Waverly,"She turned and turned back to go to the tent, where she was greeted by Gia"
13,Monday,December,2021,4,19,Carol,And her voice is really not strong
24,Tuesday,December,2019,16,34,Therese,Not even a little more angry
3,Tuesday,November,2020,9,53,Bette Porter,"Just when the small group was about to leave, I could feel she was waiting for them and suddenly something broke in her pocket"
28,Friday,June,2019,9,3,Waverly,"And she had opened her own bag, but she looked at me with"
4,Thursday,April,2019,15,22,Carol,Invite me ’round
12,Wednesday,August,2020,6,19,Carol,‪#‎R2R2R2R2  https://twitter
26,Sunday,July,2020,3,51,Bette Porter,<Media omitted>
25,Monday,January,2021,21,30,Therese,imgur
14,Sunday,July,2019,19,3,Carol,com/H2BmzOZ
21,Friday,June,2019,1,37,Arizona,"jpg

But before I explain more why the player is supposed to be doing this, I want to mention the whole ""I can't use it for the whole game"" thing"
25,Monday,November,2019,2,41,Carol,A lot of people go to the forums to complain that because they've had success on the Rift/Reality Matching Game (RNG)
2,Saturday,February,2019,23,15,Arizona,"Of course, it's not true"
6,Monday,July,2020,8,41,Bette Porter,"For those of you who want to understand this problem, the best way to start is to look at how many players who have used the Rift (and the actual game) in the past and see the results (and not just the results of playing 2D World)"
4,Monday,February,2019,22,2,Therese,"1) This was the first time I've ever used it as a matchmaker

This wasn't until I started playing as well as I am now in the following seasons, but my experience was there"
10,Saturday,October,2020,14,47,Bette Porter,<Media omitted>
6,Wednesday,November,2019,8,0,Arizona,2) These examples came from a 2d World
1,Tuesday,June,2021,10,39,Therese,1: I wanted to make sure that each of my players had 1+4+1 items (and/or items that
8,Sunday,March,2020,14,21,Arizona,Would you let me come see you tomorrow evening? You know my name's Chris
2,Saturday,March,2019,23,7,Therese,I think not
12,Sunday,January,2020,7,15,Therese,"And, you know, I didn't even get to meet you"
9,Thursday,April,2020,12,7,Waverly,"I mean, what was it all about?

I mean, that story you told me over and over again?

Oh, and what's that big fat thing?

It's the first guy to get killed in a race and they're all on the same plane, too, so I bet he was pretty much just sitting there playing sports"
11,Thursday,July,2019,20,19,Therese,What do you mean? A big fat guy? Yes
28,Sunday,July,2019,16,19,Waverly,Yes
13,Wednesday,February,2019,1,58,Bette Porter,"A big fat guy was just sitting around talking and talking about the race, playing with his brother, like, he was a bad guy"
23,Thursday,May,2019,12,13,Arizona,"Oh, his, 'cause he was always such a bad guy"
6,Monday,May,2019,9,27,Arizona,"Well, yeah"
25,Friday,October,2019,16,38,Bette Porter,<Media omitted>
20,Sunday,January,2019,0,49,Therese,You're not
18,Thursday,November,2021,22,35,Carol,You just never got to be
19,Tuesday,May,2020,1,17,Bette Porter,You got to be playing basketball
3,Tuesday,March,2020,21,41,Carol,I just never got around to it
4,Thursday,July,2019,10,29,Arizona,"Yeah, I really tried to get into basketball"
26,Friday,March,2021,13,36,Therese,<Media omitted>
28,Sunday,March,2021,1,55,Carol,<Media omitted>
9,Tuesday,March,2021,7,5,Therese,] And the only time it made me great was when I came to the game for a fight
11,Thursday,April,2019,15,7,Bette Porter,I got to play with guys
6,Friday,November,2020,22,59,Waverly,Maybe you’d like to come visit me sometime
20,Monday,May,2019,12,11,Waverly,My sisters are all so kind
2,Sunday,February,2020,7,19,Bette Porter,"Well, I'm glad we both stay at the beach in that order"
4,Tuesday,June,2019,12,57,Therese,<Media omitted>
26,Thursday,November,2020,23,12,Arizona,"""Really?‪

She waved at him"
15,Wednesday,May,2019,17,40,Bette Porter,He did
3,Saturday,August,2019,5,18,Carol,"He walked to his locker, opened it, grabbed the paper from the sleeve, took a shower, put it into a hot pan on the desk (there was no shower to be had anywhere), then moved on right back to playing basketball"
30,Saturday,January,2021,18,36,Carol,"He opened the door and stepped down, looking down at the paper"
21,Wednesday,April,2021,4,29,Waverly,A little nervous—a little terrified—but it felt good to be here
15,Monday,February,2021,2,16,Carol,He didn't want to lose his room on the house and get in his car
6,Friday,November,2020,14,3,Therese,He glanced upstairs to see a little brown boy on the table
3,Sunday,May,2020,7,50,Bette Porter,He smiled
12,Wednesday,August,2020,2,40,Waverly,"""Hey, hey,"" he said in a voice he had never heard before"
27,Saturday,July,2019,4,39,Waverly,"""Honey, don't look at me that cold!"" the brown boy said, grinning"
3,Wednesday,June,2020,21,9,Bette Porter,But his face was also that cute
27,Monday,July,2020,13,51,Therese,There was also the sweet smile that went down to his fingertips
11,Friday,June,2021,8,15,Therese,"It also went in that alluring, unspoiled warmth of his"
1,Friday,March,2019,11,24,Therese,<Media omitted>
21,Thursday,March,2019,15,27,Carol,<Media omitted>
9,Wednesday,June,2021,18,47,Bette Porter,"Anyway, the apartment’s a nice big one"
27,Monday,May,2019,19,48,Carol,Big enough for two
6,Sunday,December,2020,11,2,Bette Porter,I was hoping you might like to come live with me but I guess you won’t
16,Monday,December,2019,10,8,Bette Porter,"Would you? (Mouzumi says that after getting in and out‡)"" The bedroom door closes"
6,Sunday,October,2019,21,12,Waverly,"The couch lies flat on its side, the sheets resting back on their floor"
20,Sunday,September,2020,23,23,Bette Porter,<Media omitted>
18,Thursday,February,2021,13,17,Waverly,<Media omitted>
18,Wednesday,March,2020,2,40,Therese,"It's not clean, except a little of it"
21,Friday,May,2021,0,33,Bette Porter,Like a bit of something rotten
5,Saturday,January,2019,11,35,Carol,The light is out and the smell seems less oppressive than the normal bed
4,Saturday,May,2019,12,21,Waverly,<Media omitted>
31,Saturday,July,2021,18,57,Waverly,"Well, maybe there is some kind of plastic stuff"
3,Sunday,March,2019,10,18,Waverly,<Media omitted>
21,Thursday,March,2019,23,11,Arizona,"So that's not clean, but it might be, especially since the ceiling is so tall"
9,Tuesday,March,2021,18,35,Waverly,I'm just hoping you never have to smell this at all
2,Wednesday,October,2019,15,20,Waverly,<Media omitted>
10,Tuesday,December,2019,17,15,Arizona,The sound of footsteps is off
1,Thursday,August,2019,8,4,Arizona,"""Oh and you probably won't like the smell"
7,Monday,January,2019,14,56,Waverly,I don't think much of doing anything for you anymore in my room
9,Saturday,February,2019,12,9,Arizona,<Media omitted>
19,Tuesday,October,2021,7,34,Therese,<Media omitted>
12,Sunday,April,2020,16,11,Arizona,"What do you do on Sundays?

Well, your schedule isn't that complicated, but you do some things a lot"
10,Sunday,May,2020,8,58,Arizona,"The last couple of interviews, and the ones after that — there were about one or two things that were important for how long I was going to be on Sundays; and there were other things that I would have been on at one time during the course of my career of being part of an organization of women in sports"
7,Tuesday,September,2021,11,40,Bette Porter,And they went back to those
2,Wednesday,September,2020,22,33,Carol,That's right
19,Saturday,June,2021,16,52,Arizona,<Media omitted>
10,Friday,January,2020,10,26,Waverly,And so for those reasons that was definitely the first part of the way the team looked at the women in basketball
24,Sunday,January,2021,16,27,Arizona,"In terms of the last three, there was always something about basketball in a way that just wasn't there, that was missing some of the big focus from when the women's basketball players came after us, that seemed like some sort of minor thing to people thinking about what were going on in our lives about women and women's sports"
20,Thursday,June,2019,1,16,Bette Porter,"In terms of that first interview, you'll talk"
26,Thursday,March,2020,10,18,Arizona,"Let me take you to lunch, it’s the least I can do"
